AÑO,CODIGO_DEPARTAMENTO,DEPARTAMENTO,CODIGO_MUNICIPIO,MUNICIPIO,NIVEL,SECTOR,INSCRITOS,DOCENTES,RELACION_ALUMNO_DOCENTE
1997,10,Suchitepéquez,15,Santa Bárbara,PRIMARIA DE NIÑOS,OFICIAL,2136,0,
2003,4,Chimaltenango,15,Zaragoza,PRIMARIA DE NIÑOS,OFICIAL,2723,98,27.785714
2006,9,Quetzaltenango,4,San Carlos Sija,PRIMARIA DE NIÑOS,PRIVADO,29,4,7.25
2009,17,Petén,11,Melchor De Mencos,PRIMARIA DE NIÑOS,OFICIAL,4988,187,26.673796
1995,1,Guatemala,10,San Juan Sacatepéquez,PRIMARIA DE NIÑOS,PRIVADO,1351,0,
1998,10,Suchitepéquez,18,Zunilito,PRIMARIA DE NIÑOS,PRIVADO,12,0,
1998,17,Petén,12,Poptún,PRIMARIA DE NIÑOS,OFICIAL,5153,0,
1992,22,Jutiapa,3,Santa Catarina Mita,PRIMARIA DE NIÑOS,OFICIAL,3461,0,
1993,13,Huehuetenango,21,Tectitán,PRIMARIA DE NIÑOS,OFICIAL,813,0,
1995,7,Sololá,2,San José Chacayá,PRIMARIA DE NIÑOS,OFICIAL,378,0,
1995,8,Totonicapán,8,San Bartolo Aguas Calientes,PRIMARIA DE NIÑOS,OFICIAL,1622,0,
1997,20,Chiquimula,2,San José La Arada,PRIMARIA DE NIÑOS,OFICIAL,1267,0,
2012,12,San Marcos,27,Esquipulas Palo Gordo,PRIMARIA DE NIÑOS,OFICIAL,1953,95,20.557894
2016,7,Sololá,18,San Pedro La Laguna,PRIMARIA DE NIÑOS,OFICIAL,833,0,
2012,20,Chiquimula,9,Quezaltepéque,PRIMARIA DE NIÑOS,PRIVADO,261,21,12.428571
2014,7,Sololá,14,Santa Cruz La Laguna,PRIMARIA DE NIÑOS,OFICIAL,1099,56,19.625
1993,10,Suchitepéquez,10,San Antonio Suchitepéquez,PRIMARIA DE NIÑOS,PRIVADO,882,0,
1995,10,Suchitepéquez,14,Patulul,PRIMARIA DE NIÑOS,PRIVADO,1345,0,
1999,1,Guatemala,1,Guatemala,PRIMARIA DE NIÑOS,PRIVADO,65824,0,
2002,13,Huehuetenango,12,La Democracia,PRIMARIA DE NIÑOS,OFICIAL,7485,0,
2010,1,Guatemala,15,Villa Nueva,PRIMARIA DE NIÑOS,PRIVADO,19325,1028,18.798638
2011,16,Alta Verapaz,9,San Pedro Carchá,PRIMARIA DE NIÑOS,PRIVADO,619,31,19.967741
2011,8,Totonicapán,2,San Cristóbal Totonicapán,PRIMARIA DE NIÑOS,PRIVADO,445,32,13.90625
1996,3,Sacatepéquez,1,Antigua Guatemala,PRIMARIA DE NIÑOS,OFICIAL,4896,0,
2001,15,Baja Verapaz,3,Rabinal,PRIMARIA DE NIÑOS,PRIVADO,328,0,
2000,12,San Marcos,17,Ayutla (Tecún Umán),PRIMARIA DE NIÑOS,PRIVADO,647,0,
2011,11,Retalhuleu,2,San Sebastián,PRIMARIA DE NIÑOS,OFICIAL,4394,179,24.547486
2008,10,Suchitepéquez,20,Rio Bravo,PRIMARIA DE NIÑOS,OFICIAL,4118,127,32.425196
2009,9,Quetzaltenango,20,Coatepeque,PRIMARIA DE NIÑOS,OFICIAL,20721,570,36.352631
2013,13,Huehuetenango,1,Huehuetenango,PRIMARIA DE NIÑOS,PRIVADO,3673,330,11.130303
2014,7,Sololá,13,San Lucas Tolimán,PRIMARIA DE NIÑOS,OFICIAL,4025,192,20.963541
2004,9,Quetzaltenango,10,San Mateo,PRIMARIA DE NIÑOS,OFICIAL,753,24,31.375
2007,20,Chiquimula,3,San Juan Ermita,PRIMARIA DE NIÑOS,OFICIAL,2601,108,24.083333
2008,7,Sololá,10,Panajachel,PRIMARIA DE NIÑOS,OFICIAL,1742,65,26.8
2008,19,Zacapa,3,Rio Hondo,PRIMARIA DE NIÑOS,PRIVADO,127,6,21.166666
2000,9,Quetzaltenango,3,Olintepeque,PRIMARIA DE NIÑOS,OFICIAL,3920,0,
2000,16,Alta Verapaz,5,Tamahú,PRIMARIA DE NIÑOS,OFICIAL,1487,0,
2003,12,San Marcos,11,San Rafael Pié De La Cuesta,PRIMARIA DE NIÑOS,PRIVADO,38,2,19
2005,20,Chiquimula,5,Camotán,PRIMARIA DE NIÑOS,PRIVADO,316,19,16.631578
2015,1,Guatemala,4,San José Del Golfo,PRIMARIA DE NIÑOS,OFICIAL,916,48,19.083333
2015,6,Santa Rosa,8,Chiquimulilla,PRIMARIA DE NIÑOS,PRIVADO,603,74,8.148648
1993,12,San Marcos,9,Tajumulco,PRIMARIA DE NIÑOS,OFICIAL,4293,0,
1994,5,Escuintla,5,Masagua,PRIMARIA DE NIÑOS,OFICIAL,4390,0,
1995,14,Quiché,21,Pachalúm,PRIMARIA DE NIÑOS,OFICIAL,1306,0,
2000,9,Quetzaltenango,16,Zunil,PRIMARIA DE NIÑOS,PRIVADO,96,0,
2003,17,Petén,12,Poptún,PRIMARIA DE NIÑOS,OFICIAL,8444,282,29.943262
2013,1,Guatemala,1,Guatemala,PRIMARIA DE NIÑOS,PRIVADO,57961,4186,13.846392
1997,6,Santa Rosa,8,Chiquimulilla,PRIMARIA DE NIÑOS,MUNICIPAL,444,0,
2006,9,Quetzaltenango,2,Salcajá,PRIMARIA DE NIÑOS,PRIVADO,430,35,12.285714
2013,16,Alta Verapaz,6,San Miguel Tucurú,PRIMARIA DE NIÑOS,OFICIAL,8155,303,26.914191
2000,13,Huehuetenango,27,Aguacatán,PRIMARIA DE NIÑOS,PRIVADO,728,0,
2003,13,Huehuetenango,27,Aguacatán,PRIMARIA DE NIÑOS,PRIVADO,712,18,39.555555
2015,14,Quiché,20,Ixcán,PRIMARIA DE NIÑOS,OFICIAL,17908,700,25.582857
1995,19,Zacapa,3,Rio Hondo,PRIMARIA DE NIÑOS,OFICIAL,2416,0,
2004,4,Chimaltenango,8,San Miguel Pochuta,PRIMARIA DE NIÑOS,PRIVADO,216,10,21.6
2007,12,San Marcos,7,Tacaná,PRIMARIA DE NIÑOS,OFICIAL,16108,484,33.280991
2000,6,Santa Rosa,13,Pueblo Nuevo Viñas,PRIMARIA DE NIÑOS,OFICIAL,3719,0,
2011,5,Escuintla,1,Escuintla,PRIMARIA DE NIÑOS,OFICIAL,18287,647,28.264296
2010,9,Quetzaltenango,17,Colomba Costa Cuca,PRIMARIA DE NIÑOS,PRIVADO,693,30,23.1
2013,4,Chimaltenango,14,Parramos,PRIMARIA DE NIÑOS,OFICIAL,1834,65,28.215384
1992,7,Sololá,13,San Lucas Tolimán,PRIMARIA DE NIÑOS,PRIVADO,1211,0,
1995,3,Sacatepéquez,3,Pastores,PRIMARIA DE NIÑOS,OFICIAL,1288,0,
2003,10,Suchitepéquez,3,San Francisco Zapotitlán,PRIMARIA DE NIÑOS,PRIVADO,492,28,17.571428
2008,10,Suchitepéquez,14,Patulul,PRIMARIA DE NIÑOS,MUNICIPAL,94,3,31.333333
2008,22,Jutiapa,15,Pasaco,PRIMARIA DE NIÑOS,OFICIAL,1859,80,23.2375
2012,2,El Progreso,1,Guastatoya,PRIMARIA DE NIÑOS,OFICIAL,2889,126,22.928571
1992,12,San Marcos,8,Sibinal,PRIMARIA DE NIÑOS,OFICIAL,2154,0,
1995,7,Sololá,1,Sololá,PRIMARIA DE NIÑOS,PRIVADO,358,0,
2003,9,Quetzaltenango,14,Cantel,PRIMARIA DE NIÑOS,OFICIAL,5506,173,31.826589
1992,7,Sololá,2,San José Chacayá,PRIMARIA DE NIÑOS,OFICIAL,345,0,
1999,17,Petén,3,San Benito,PRIMARIA DE NIÑOS,OFICIAL,4376,0,
1998,7,Sololá,13,San Lucas Tolimán,PRIMARIA DE NIÑOS,PRIVADO,1248,0,
2002,6,Santa Rosa,4,Casillas,PRIMARIA DE NIÑOS,OFICIAL,4169,0,
2008,4,Chimaltenango,4,San Juan Comalapa,PRIMARIA DE NIÑOS,PRIVADO,1015,49,20.714285
1992,7,Sololá,19,Santiago Atitlán,PRIMARIA DE NIÑOS,OFICIAL,1753,0,
1993,14,Quiché,1,Santa Cruz Del Quiché,PRIMARIA DE NIÑOS,OFICIAL,6762,0,
1993,19,Zacapa,4,Gualán,PRIMARIA DE NIÑOS,PRIVADO,996,0,
1999,9,Quetzaltenango,18,San Francisco La Unión,PRIMARIA DE NIÑOS,PRIVADO,138,0,
2003,4,Chimaltenango,9,Patzicía,PRIMARIA DE NIÑOS,OFICIAL,3081,102,30.205882
2012,7,Sololá,2,San José Chacayá,PRIMARIA DE NIÑOS,OFICIAL,765,37,20.675675
1998,9,Quetzaltenango,19,El Palmar,PRIMARIA DE NIÑOS,OFICIAL,3331,0,
2004,6,Santa Rosa,13,Pueblo Nuevo Viñas,PRIMARIA DE NIÑOS,PRIVADO,130,7,18.571428
2004,9,Quetzaltenango,10,San Mateo,PRIMARIA DE NIÑOS,MUNICIPAL,129,4,32.25
1993,22,Jutiapa,13,Conguaco,PRIMARIA DE NIÑOS,OFICIAL,2268,0,
1994,11,Retalhuleu,6,San Andrés Villa Seca,PRIMARIA DE NIÑOS,PRIVADO,537,0,
2003,4,Chimaltenango,13,San Andrés Iztapa,PRIMARIA DE NIÑOS,OFICIAL,2851,94,30.329787
1997,19,Zacapa,2,Estanzuela,PRIMARIA DE NIÑOS,OFICIAL,1050,0,
1997,22,Jutiapa,5,Asunción Mita,PRIMARIA DE NIÑOS,PRIVADO,363,0,
2001,8,Totonicapán,7,Santa Lucía La Reforma,PRIMARIA DE NIÑOS,PRIVADO,350,0,
2013,7,Sololá,15,San Pablo La Laguna,PRIMARIA DE NIÑOS,PRIVADO,170,17,10
2014,21,Jalapa,2,San Pedro Pinula,PRIMARIA DE NIÑOS,OFICIAL,10887,433,25.143187
1999,10,Suchitepéquez,12,San Gabriel,PRIMARIA DE NIÑOS,OFICIAL,495,0,
2014,5,Escuintla,3,La Democracia,PRIMARIA DE NIÑOS,MUNICIPAL,146,8,18.25
2001,20,Chiquimula,3,San Juan Ermita,PRIMARIA DE NIÑOS,OFICIAL,2274,0,
2006,12,San Marcos,18,Ocós,PRIMARIA DE NIÑOS,MUNICIPAL,39,1,39
2006,3,Sacatepéquez,7,San Bartolomé Milpas Altas,PRIMARIA DE NIÑOS,PRIVADO,229,16,14.3125
2009,3,Sacatepéquez,7,San Bartolomé Milpas Altas,PRIMARIA DE NIÑOS,OFICIAL,858,29,29.586206
1999,10,Suchitepéquez,10,San Antonio Suchitepéquez,PRIMARIA DE NIÑOS,PRIVADO,811,0,
2001,11,Retalhuleu,6,San Andrés Villa Seca,PRIMARIA DE NIÑOS,PRIVADO,401,0,
2001,5,Escuintla,8,Guanagazapa,PRIMARIA DE NIÑOS,MUNICIPAL,43,0,
2008,20,Chiquimula,5,Camotán,PRIMARIA DE NIÑOS,PRIVADO,554,23,24.086956
2011,16,Alta Verapaz,12,Santa María Cahabón,PRIMARIA DE NIÑOS,PRIVADO,50,8,6.25
2007,3,Sacatepéquez,13,San Miguel Dueñas,PRIMARIA DE NIÑOS,OFICIAL,1551,49,31.653061
2012,3,Sacatepéquez,1,Antigua Guatemala,PRIMARIA DE NIÑOS,PRIVADO,2839,190,14.942105
1998,20,Chiquimula,8,Concepción Las Minas,PRIMARIA DE NIÑOS,OFICIAL,1989,0,
2005,20,Chiquimula,10,San Jacinto,PRIMARIA DE NIÑOS,OFICIAL,2104,83,25.349397
2015,22,Jutiapa,11,Comapa,PRIMARIA DE NIÑOS,OFICIAL,5447,228,23.89035
2015,9,Quetzaltenango,19,El Palmar,PRIMARIA DE NIÑOS,OFICIAL,4686,224,20.919642
1995,15,Baja Verapaz,6,Santa Cruz El Chol,PRIMARIA DE NIÑOS,PRIVADO,45,0,
2004,15,Baja Verapaz,4,Cubulco,PRIMARIA DE NIÑOS,OFICIAL,9017,291,30.986254
2011,14,Quiché,13,Nebaj,PRIMARIA DE NIÑOS,PRIVADO,393,23,17.086956
2015,6,Santa Rosa,12,Santa Cruz Naranjo,PRIMARIA DE NIÑOS,OFICIAL,1933,98,19.724489
1992,10,Suchitepéquez,14,Patulul,PRIMARIA DE NIÑOS,PRIVADO,1329,0,
1995,7,Sololá,17,San Juan La Laguna,PRIMARIA DE NIÑOS,PRIVADO,270,0,
2000,4,Chimaltenango,5,Santa Apolonia,PRIMARIA DE NIÑOS,OFICIAL,1532,0,
2003,13,Huehuetenango,13,San Miguel Acatán,PRIMARIA DE NIÑOS,PRIVADO,162,6,27
2010,17,Petén,9,San Luis,PRIMARIA DE NIÑOS,OFICIAL,14166,581,24.382099
2013,4,Chimaltenango,5,Santa Apolonia,PRIMARIA DE NIÑOS,OFICIAL,2768,111,24.936936
2014,1,Guatemala,3,San José Pinula,PRIMARIA DE NIÑOS,OFICIAL,8943,317,28.211356
2013,12,San Marcos,10,Tejutla,PRIMARIA DE NIÑOS,OFICIAL,6450,301,21.428571
2015,16,Alta Verapaz,17,Raxruhá,PRIMARIA DE NIÑOS,PRIVADO,203,10,20.3
1992,6,Santa Rosa,8,Chiquimulilla,PRIMARIA DE NIÑOS,MUNICIPAL,132,0,
1998,8,Totonicapán,6,Santa María Chiquimula,PRIMARIA DE NIÑOS,PRIVADO,244,0,
2002,3,Sacatepéquez,1,Antigua Guatemala,PRIMARIA DE NIÑOS,OFICIAL,5556,0,
2004,2,El Progreso,7,Sanarate,PRIMARIA DE NIÑOS,PRIVADO,963,54,17.833333
2004,9,Quetzaltenango,7,Cajolá,PRIMARIA DE NIÑOS,OFICIAL,2668,61,43.737704
2009,3,Sacatepéquez,10,Magdalena Milpas Altas,PRIMARIA DE NIÑOS,PRIVADO,49,4,12.25
2014,9,Quetzaltenango,4,San Carlos Sija,PRIMARIA DE NIÑOS,PRIVADO,86,6,14.333333
1995,9,Quetzaltenango,15,Huitán,PRIMARIA DE NIÑOS,OFICIAL,1323,0,
1999,1,Guatemala,4,San José Del Golfo,PRIMARIA DE NIÑOS,OFICIAL,931,0,
2001,5,Escuintla,11,Palín,PRIMARIA DE NIÑOS,PRIVADO,974,0,
2003,21,Jalapa,3,San Luis Jilotepéque,PRIMARIA DE NIÑOS,OFICIAL,3906,143,27.314685
2008,1,Guatemala,13,Fraijanes,PRIMARIA DE NIÑOS,OFICIAL,4680,141,33.191489
2007,10,Suchitepéquez,19,Pueblo Nuevo,PRIMARIA DE NIÑOS,PRIVADO,31,2,15.5
2010,9,Quetzaltenango,11,Concepción Chiquirichapa,PRIMARIA DE NIÑOS,PRIVADO,131,11,11.90909
2002,7,Sololá,18,San Pedro La Laguna,PRIMARIA DE NIÑOS,PRIVADO,488,0,
2009,9,Quetzaltenango,21,Génova Costa Cuca,PRIMARIA DE NIÑOS,PRIVADO,17,2,8.5
2008,10,Suchitepéquez,5,San José El Ídolo,PRIMARIA DE NIÑOS,MUNICIPAL,20,2,10
2013,13,Huehuetenango,21,Tectitán,PRIMARIA DE NIÑOS,OFICIAL,2041,83,24.590361
1997,4,Chimaltenango,5,Santa Apolonia,PRIMARIA DE NIÑOS,PRIVADO,256,0,
2012,16,Alta Verapaz,8,Senahú,PRIMARIA DE NIÑOS,OFICIAL,17346,539,32.181818
1994,21,Jalapa,1,Jalapa,PRIMARIA DE NIÑOS,PRIVADO,864,0,
2001,16,Alta Verapaz,9,San Pedro Carchá,PRIMARIA DE NIÑOS,OFICIAL,25618,0,
2004,12,San Marcos,6,Concepción Tutuapa,PRIMARIA DE NIÑOS,OFICIAL,12469,308,40.483766
2009,17,Petén,5,La Libertad,PRIMARIA DE NIÑOS,PRIVADO,515,31,16.612903
1995,11,Retalhuleu,9,El Asintal,PRIMARIA DE NIÑOS,PRIVADO,457,0,
